HS_CODE,Name,Eng_Name,,
4104110000,"스플릿(split)하지 않은 풀 그레인(full grain), 그레인 스플릿(grain split)","Full grains, unsplit; grain splits",,
4104190000,기타,Other,,
4104410000,"스플릿(split)하지 않은 풀 그레인(full grain), 그레인 스플릿(grain split)","Full grains, unsplit; grain splits",,
4104490000,기타,Other,,
4105100000,습윤 상태의 것[웨트-블루(wet-blue)를 포함한다],In the wet state (including wet-blue),,
4105300000,건조 상태의 것(크러스트),In the dry state (crust),,
4106210000,습윤 상태의 것[웨트-블루(wet-blue)를 포함한다],In the wet state (including wet-blue),,
4106220000,건조 상태의 것(크러스트),In the dry state (crust),,
4106310000,습윤 상태의 것[웨트-블루(wet-blue)를 포함한다],In the wet state (including wet-blue),,
4106320000,건조 상태의 것(크러스트),In the dry state (crust),,
4106400000,파충류의 원피,Of reptiles,,
4106910000,습윤 상태의 것[웨트-블루(wet-blue)를 포함한다],In the wet state (including wet-blue),,
4106920000,건조 상태의 것(크러스트),In the dry state (crust),,
4107110000,스플릿(split)하지 않은 풀 그레인(full grain),"Full grains, unsplit",,
4107120000,그레인 스플릿(grain split),Grain splits,,
4107190000,기타,Other,,
4107910000,스플릿(split)하지 않은 풀 그레인(full grain),"Full grains, unsplit",,
4107920000,그레인 스플릿(grain split),Grain splits,,
4107990000,기타,Other,,
4112000000,"유연처리ㆍ크러스트 처리한 후 그 이상의 가공을 한 면양이나 어린 양의 가죽[파치먼트(parchment) 가공 가죽을 포함한다][털을 제거한 것으로 한정하고, 스플릿(split)한 것인지에 상관없으며 제4114호의 가죽은 제외한다]","Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14.",,
4113100000,산양의 가죽,Of goats or kids,,
4113200000,돼지의 가죽,Of swine,,
4113300000,파충류의 가죽,Of reptiles,,
4113900000,기타,Other,,
4114100000,섀미가죽(chamois leather)[콤비네이션 섀미가죽(chamois leather)을 포함한다],Chamois (including combination chamois) leather,,
4114201000,페이턴트 레더(patent leather),Patent leather,,
4114202000,적층한 페이턴트 레더(patent leather),Patent laminated leather,,
4114203000,메탈라이즈드 레더(metallised leather),Metallised leather,,
4115100000,콤퍼지션 레더(composition leather)[가죽이나 가죽섬유를 기본 재료로 하여 제조한 것으로서 롤 모양인지에 상관없으며 슬래브 모양ㆍ시트(sheet) 모양ㆍ스트립 모양으로 한정한다],"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls",,
4115200000,"가죽이나 콤퍼지션 레더(composition leather)의 페어링(paring)과 그 밖의 웨이스트(waste)(가죽제품의 제조에 적합하지 않은 것으로 한정한다), 가죽의 더스트(dust)와 가루","Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",,
4201001000,파충류의 가죽으로 만든 것,Of reptile leather,,
42010090,기타,Other,,
4201009010,안장과 안장용 방석,Saddles and saddle cloths,,
4201009020,고삐줄,Traces,,
4201009030,끈,Leads,,
4201009040,재갈,Muzzles,,
4201009090,기타,Other,,
42021110,가죽으로 만든 것,Of leather,,
4202111010,뱀 가죽으로 만든 것,Of snake,,
4202111020,도마뱀 가죽으로 만든 것,Of lizard,,
4202111030,악어 가죽으로 만든 것,Of crocodile,,
4202111040,장어류의 가죽으로 만든 것,Of eels,,
4202111050,캉가루 가죽으로 만든 것,Of kangaroo,,
4202111090,기타,Other,,
4202112000,콤퍼지션 레더로 만든 것,Of composition leather,,
4202113000,페이턴트 레더로 만든 것,Of patent leather,,
42021210,플라스틱으로 만든 것,Of plastics,,
4202121010,폴리염화비닐로 만든 것,Of polyvinylchloride,,
4202121020,폴리우레탄으로 만든 것,Of polyurethane,,
4202121090,기타,Other,,
4202122000,방직용 섬유재료로 만든 것,Of textile materials,,
4202191000,판지로 만든 것,Of paper board,,
4202199000,기타,Other,,
42022110,가죽으로 만든 것,Of leather,,
4202211010,뱀 가죽으로 만든 것,Of snake,,
4202211020,도마뱀 가죽으로 만든 것,Of lizard,,
4202211030,악어 가죽으로 만든 것,Of crocodile,,
4202211040,장어류의 가죽으로 만든 것,Of eels,,
4202211050,캉가루 가죽으로 만든 것,Of kangaroo,,
4202211090,기타,Other,,
4202212000,콤퍼지션 레더로 만든 것,Of composition leather,,
4202213000,페이턴트 레더로 만든 것,Of patent leather,,
42022210,플라스틱 시트(sheet)로 만든 것,Of sheeting of plastics,,
4202221010,폴리염화비닐로 만든 것,Of polyvinylchloride,,
4202221020,폴리우레탄으로 만든 것,Of polyurethane,,
4202221090,기타,Other,,
4202222000,방직용 섬유재료로 만든 것,Of textile materials,,
4202291000,판지로 만든 것,Of paper board,,
4202299000,기타,Other,,
42023110,가죽으로 만든 것,Of leather,,
4202311010,뱀 가죽으로 만든 것,Of snake,,
4202311020,도마뱀 가죽으로 만든 것,Of lizard,,
4202311030,악어 가죽으로 만든 것,Of crocodile,,
4202311040,장어류의 가죽으로 만든 것,Of eels,,
4202311050,캉가루 가죽으로 만든 것,Of kangaroo,,
4202311090,기타,Other,,
4202312000,콤퍼지션 레더로 만든 것,Of composition leather,,
4202313000,페이턴트 레더로 만든 것,Of patent leather,,
42023210,플라스틱 시트(sheet)로 만든 것,Of sheeting of plastics,,
4202321010,폴리염화비닐로 만든 것,Of polyvinylchloride,,
4202321020,폴리우레탄으로 만든 것,Of polyurethane,,
4202321090,기타,Other,,
4202322000,방직용 섬유재료로 만든 것,Of textile materials,,
4202391000,판지로 만든 것,Of paper board,,
4202399000,기타,Other,,
42029110,가죽으로 만든 것,Of leather,,
4202911010,뱀 가죽으로 만든 것,Of snake,,
4202911020,도마뱀 가죽으로 만든 것,Of lizard,,
4202911030,악어 가죽으로 만든 것,Of crocodile,,
4202911040,장어류의 가죽으로 만든 것,Of eels,,
4202911050,캉가루 가죽으로 만든 것,Of kangaroo,,
4202911090,기타,Other,,
4202912000,콤퍼지션 레더로 만든 것,Of composition leather,,
4202913000,페이턴트 레더로 만든 것,Of patent leather,,
42029210,플라스틱 시트(sheet)로 만든 것,Of sheeting of plastics,,
4202921010,폴리염화비닐로 만든 것,Of polyvinylchloride,,
4202921020,폴리우레탄으로 만든 것,Of polyurethane,,
4202921090,기타,Other,,
4202922000,방직용 섬유재료로 만든 것,Of textile materials,,
4202991000,판지로 만든 것,Of paper board,,
4202999000,기타,Other,,
42031010,소 가죽으로 만든 것,Of bovine animals,,
4203101010,코트류,Coats,,
4203101020,"재킷, 블레이저와 점퍼류","Jackets, blazers and jumpers",,
4203101050,조끼류,Vests,,
4203101060,바지류,Pants and trousers,,
4203101070,스커트류,Skirts,,
4203101080,오버롤류,Overalls,,
4203101090,기타,Other,,
42031020,돼지 가죽으로 만든 것,Of swine,,
4203102010,코트류,Coats,,
4203102020,"재킷, 블레이저와 점퍼류","Jackets, blazers and jumpers",,
4203102050,조끼류,Vests,,
4203102060,바지류,Pants and trousers,,
4203102070,스커트류,Skirts,,
4203102080,오버롤류,Overalls,,
4203102090,기타,Other,,
42031030,"면양, 어린 양이나 산양 가죽으로 만든 것","Of sheep and lamb, or goat",,
4203103010,코트류,Coats,,
4203103020,"재킷, 블레이저와 점퍼류","Jackets, blazers and jumpers",,
4203103050,조끼류,Vests,,
4203103060,바지류,Pants and trousers,,
4203103070,스커트류,Skirts,,
4203103080,오버롤류,Overalls,,
4203103090,기타,Other,,
42031090,기타,Other,,
4203109010,코트류,Coats,,
4203109020,"재킷, 블레이저와 점퍼류","Jackets, blazers and jumpers",,
4203109050,조끼류,Vests,,
4203109060,바지류,Pants and trousers,,
4203109070,스커트류,Skirts,,
4203109080,오버롤류,Overalls,,
4203109090,기타,Other,,
4203211000,야구장갑,Baseball glove,,
4203212000,골프장갑,Golf glove,,
4203213000,스키장갑,Ski glove,,
4203214000,모터싸이클장갑,Motor cycle glove,,
4203215000,배팅장갑,Batting glove,,
4203216000,테니스장갑,Tennis glove,,
4203217000,아이스하키장갑,Ice hockey glove,,
4203219000,기타,Other,,
4203291000,작업용 장갑,Working glove,,
4203292000,방한용 장갑,Thermal glove,,
4203293000,운전용 장갑,Driver＇s glove,,
4203299000,기타,Other,,
42033010,가죽으로 만든 것,Of leather,,
4203301010,뱀 가죽으로 만든 것,Of snake,,
4203301020,도마뱀 가죽으로 만든 것,Of lizard,,
4203301030,악어 가죽으로 만든 것,Of crocodile,,
4203301040,장어류의 가죽으로 만든 것,Of eels,,
4203301090,기타,Other,,
4203309000,기타,Other,,
4203400000,그 밖의 의류 부속품,Other clothing accessories,,
4205001,가죽으로 만든 것,Of leather,,
42050011,기계용이나 그 밖의 공업용에 사용하는 가죽제품,"Articles of leather, of a kind used in machinery or mechanical appliances or for other technical uses",,
4205001110,벨트,Belts,,
4205001190,기타,Other,,
4205001900,그 밖의 가죽제품,Other articles of leather,,
4205002,콤퍼지션 레더로 만든 것,Of composition leather,,
42050021,기계용이나 그 밖의 공업용에 사용하는 콤퍼지션 레더(composition leather)제품,"Articles of composition leather, of a kind used in machinery or mechanical appliances or for other technical uses",,
4205002110,벨트,Belts,,
4205002190,기타,Other,,
4205002900,그 밖의 가죽제품과 콤퍼지션 레더(composition leather)제품,Other articles of composition leather,,
4206001000,캣거트(catgut),Catgut,,
4206009000,기타,Other,,
4301100000,"밍크의 것(전신인 것으로 한정하며, 머리 부분ㆍ꼬리 부분ㆍ발 부분이 있는지에 상관없다)","Of mink, whole, with or without head, tail or paws",,
4301300000,"어린 양의 것[아스트라칸(Astrakhan)ㆍ브로드테일(Broadtail)ㆍ카라쿨(Caracul)ㆍ페르시아 어린 양과 이와 유사한 어린 양, 인도ㆍ중국ㆍ몽고ㆍ티베트 어린 양의 것으로서 전신인 것으로 한정하며, 머리 부분ㆍ꼬리 부분ㆍ발 부분이 있는지에 상관없다]","Of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws",,
4301600000,"여우의 것(전신인 것으로 한정하며, 머리 부분ㆍ꼬리 부분ㆍ발 부분이 있는지에 상관없다)","Of fox, whole, with or without head, tail or paws",,
4301802000,오파섬(opossum)의 것,Of opossum,,
4301803000,라쿤(raccoon)의 것,Of raccoon,,
4301804000,코요테의 것,Of coyote,,
4301805000,토끼의 것,Of rabbit or hare,,
4301806000,사향뒤쥐의 것,Of musk-rat,,
4301809000,기타,Other,,
4301900000,머리 부분ㆍ꼬리 부분ㆍ발 부분과 그 밖의 조각이나 절단품으로서 모피제품으로 사용하기에 적합한 것,"Heads, tails, paws and other pieces or cuttings, suitable for furriers＇ use",,
4302110000,밍크의 것,Of mink,,
4302191000,비버(beaver)의 것,Of beaver,,
4302192000,사향뒤쥐의 것,Of musk-rat,,
4302193000,여우의 것,Of fox,,
4302195000,친칠라의 것,Of chinchila,,
4302196000,오파섬(opossum)의 것,Of opossum,,
4302197000,라쿤(raccoon)의 것,Of raccoon,,
4302198000,코요테의 것,Of coyote,,
43021990,기타,Other,,
4302199010,면양의 것,Of sheep,,
4302199020,어린 양의 것(아스트라칸(Astrakhan)ㆍ브로드테일(Broadtail)ㆍ카라쿨(Caracul)ㆍ페르시아와 이와 유사한 어린 양ㆍ인도ㆍ중국ㆍ몽고나 티베트 어린 양의 것으로 한정한다),"Of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb",,
4302199090,기타,Other,,
4302201000,밍크의 것,Of mink,,
4302202000,토끼의 것,Of rabbit or hare,,
4302203000,비버(beaver)의 것,Of beaver,,
4302204000,사향뒤쥐의 것,Of musk-rat,,
4302205000,여우의 것,Of fox,,
4302207000,친칠라의 것,Of chinchila,,
43022090,기타,Other,,
4302209020,라쿤(raccoon)의 것,Of raccoon,,
4302209030,코요테의 것,Of coyote,,
4302209090,기타,Other,,
4302300000,전신 모피와 그 조각이나 절단품(조합한 것으로 한정한다),"Whole skins and pieces or cuttings thereof, assembled",,
4303101,의류,Articles of apparel,,
4303101100,밍크의 것,Of mink,,
4303101200,토끼의 것,Of rabbit or hare,,
4303101300,어린 양의 것,Of lamb,,
4303101400,비버(beaver)의 것,Of beaver,,
4303101500,사향뒤쥐의 것,Of musk-rat,,
4303101600,여우의 것,Of fox,,
4303101800,친칠라의 것,Of chinchila,,
43031019,기타,Other,,
4303101910,오파섬(opossum)의 것,Of opossum,,
4303101920,라쿤(raccoon)의 것,Of raccoon,,
4303101930,코요테의 것,Of coyote,,
4303101990,기타,Other,,
4303102,의류 부속품,Clothing accessories,,
4303102100,밍크의 것,Of mink,,
4303102200,토끼의 것,Of rabbit or hare,,
4303102300,어린 양의 것,Of lamb,,
4303102400,비버(beaver)의 것,Of beaver,,
4303102500,사향뒤쥐의 것,Of musk-rat,,
4303102600,여우의 것,Of fox,,
4303102800,친칠라의 것,Of chinchila,,
43031029,기타,Other,,
4303102920,라쿤(raccoon)의 것,Of raccoon,,
4303102930,코요테의 것,Of coyote,,
4303102990,기타,Other,,
4303900000,기타,Other,,
4304001000,인조모피,Artificial fur,,
4304002000,인조모피의 제품,Articles of artificial fur,,
4401110000,침엽수류,Coniferous,,
4401120000,활엽수류,Non-coniferous,,
4401210000,침엽수류,Coniferous,,
4401221000,펄프 제조용,For manufacturing pulp,,
4401229000,기타,Other,,
4401310000,목재 펠릿(pellet),Wood pellets,,
4401390000,기타,Other,,
4401400000,"톱밥, 목재의 웨이스트(waste)와 스크랩(scrap)(응결되지 않은 것으로 한정한다)","Sawdust and wood waste and scrap, not agglomerated",,
4402101000,성형 목탄,Agglomerated wood charcoal,,
4402109000,기타,Other,,
4402901000,성형 목탄,Agglomerated wood charcoal,,
4402909000,기타,Other,,
4403110000,침엽수류,Coniferous,,
4403121000,열대산 목재,Tropical woods,,
4403129000,기타,Other,,
4403211000,적송,Red pine,,
4403212000,라디에타소나무(radiata pine),Radiata pine,,
4403219000,기타,Other,,
4403221000,적송,Red pine,,
4403222000,라디에타소나무(radiata pine),Radiata pine,,
4403229000,기타,Other,,
4403231000,전나무[아비에스(Abies)종],Fir (Abies spp.),,
4403232000,가문비나무[피세아(Picea)종],Spruce (Picea spp.),,
4403241000,전나무[아비에스(Abies)종],Fir (Abies spp.),,
4403242000,가문비나무[피세아(Picea)종],Spruce (Picea spp.),,
4403251000,삼나무,Cedar,,
4403252000,미송,Oregon pine,,
4403253000,낙엽송,Larch,,
4403254000,전나무류[아비에스(Abies)종을 제외한다],"White wood or fir, excluding Abies spp.",,
4403259000,기타,Other,,
4403261000,삼나무,Cedar,,
4403262000,미송,Oregon pine,,
4403263000,낙엽송,Larch,,
4403264000,전나무류[아비에스(Abies)종을 제외한다],"White wood or fir, excluding Abies spp.",,
4403269000,기타,Other,,
4403410000,다크레드메란티(Dark Red Meranti)ㆍ라이트레드메란티(Light Red Meranti)ㆍ메란티바카우(Meranti Bakau),"Dark Red Meranti, Light Red Meranti and Meranti Bakau",,
4403491000,화이트라왕(White Lauan)ㆍ화이트메란티(White Meranti)ㆍ화이트세라야(White Seraya)ㆍ옐로메란티(Yellow Meranti)ㆍ아란(Alan),"White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan",,
4403492000,케루잉(Keruing)ㆍ라민(Ramin)ㆍ카풀(Kapur)ㆍ티크(Teak)ㆍ종콩(Jongkong)ㆍ멜바우(Merbau)ㆍ제루통(Jelutong)ㆍ켐파스(Kempas),"Keruing, Ramin, Kapur, Teak, Jongkong, Merbau, Jelutong and Kempas",,
4403493000,오꾸메(Okoum)ㆍ오베체(Obeche)ㆍ사팰리(Sapelli)ㆍ시포(Sipo)ㆍ아까주다푸리케(Acajou d＇Afrique)ㆍ마코레(Makor)ㆍ이로코(Iroko),"Okoume＇, Obeche, Sapelli, Sipo, Acajou d＇Afrique, Makore and Iroko",,
4403494000,티아마(Tiama)ㆍ만소니아(Mansonia)ㆍ이롬바(Ilomba)ㆍ디베토우(Dibtou)ㆍ림바(Limba)ㆍ아조베(Azob),"Tiama, Mansonia, Ilomba, Dibetou, Limba and Azobe＇",,
4403495000,마호가니(Mahogany)와 발사(Balsa),Mahogany and Balsa,,
4403499000,기타,Other,,
4403910000,참나무[코커스(Quercus)종],Of oak (Quercus spp.),,
4403930000,너도밤나무[파구스(Fagus)종]의 것(모든 횡단면의 치수가 15 센티미터 이상인 것으로 한정한다),"Of beech (Fagus spp.), of which any cross-sectional dimension is 15 cm or more",,
4403940000,너도밤나무[파구스(Fagus)종]의 것(그 밖의 것으로 한정한다),"Of beech (Fagus spp.), other",,
4403950000,자작나무[베툴라(Betula)종]의 것(모든 횡단면의 치수가 15 센티미터 이상인 것으로 한정한다),"Of birch (Betula spp.), of which any cross-sectional dimension is 15 cm or more",,
4403960000,자작나무[베툴라(Betula)종]의 것(그 밖의 것으로 한정한다),"Of birch (Betula spp.), other",,
4403971000,포플러,Poplar,,
4403972000,사시나무,Aspen,,
4403980000,유칼립투스[유칼립투스(Eucalyptus)종]의 것,Of eucalyptus (Eucalyptus spp.),,
44039910,황양(Barxylum)ㆍ화리(rufum) ㆍ철도목(Bombay blackwood)ㆍ자단(rosewood)ㆍ흑단(ebony wood)ㆍ히커리(hickory)ㆍ물푸레나무ㆍ호두나무,"Barxylum, Rufum, Bombay Blackwood, Rosewood, Ebony wood, Hickory, Ash, Walnut",,
4403991010,자단(rosewood),Rosewood,,
4403991020,흑단(ebony wood),Ebonywood,,
4403991040,물푸레나무,Ash,,
4403991050,호두나무,Walnut,,
4403991090,기타,Other,,
4403992000,리그넘 바이티(Lignum vitae),Lignum vitae,,
44039930,단풍나무ㆍ느릅나무ㆍ피나무,"Maple, elm, basswood",,
4403993030,단풍나무,Maple,,
4403993040,느릅나무,Elm,,
4403993060,피나무,Basswood,,
4403994000,오동나무,Paulownia,,
4403999000,기타,Other,,
4404100000,침엽수류,Coniferous,,
4404200000,활엽수류,Non-coniferous,,
4405000000,목모(wood wool)와 목분(wood flour),Wood wool; wood flour.,,
4406110000,침엽수류,Coniferous,,
4406120000,활엽수류,Non-coniferous,,
4406910000,침엽수류,Coniferous,,
4406920000,활엽수류,Non-coniferous,,
4407111000,적송,Red pine,,
4407112000,라디에타소나무(radiata pine),Radiata pine,,
4407119000,기타,Other,,
4407121000,전나무[아비에스(Abies)종],Fir (Abies spp.),,
4407122000,가문비나무[피세아(Picea)종],Spruce (Picea spp.),,
4407191000,삼나무,Cedar,,
44071920,미송,Oregon pine,,
4407192010,더글러스퍼(Douglas fir),Douglas-fir,,
4407192020,헴록(hemlock),Hemlock,,
4407192090,기타,Other,,
4407193000,전나무류[아비에스(Abies)종을 제외한다],"White wood or fir, excluding Abies spp.",,
4407194000,낙엽송,Larch,,
4407195000,편백나무,Retinispora,,
4407199000,기타,Other,,
4407210000,마호가니(Mahogany)[스웨테니아(Swietenia)종],Mahogany (Swietenia spp.),,
4407220000,비롤라(Virola)ㆍ임부아(Imbua)ㆍ발사(Balsa),"Virola, Imbua and Balsa",,
4407250000,다크레드메란티(Dark Red Meranti)ㆍ라이트레드메란티(Light Red Meranti)ㆍ메란티바카우(Meranti Bakau),"Dark Red Meranti, Light Red Meranti and Meranti Bakau",,
4407260000,화이트라왕(White Lauan)ㆍ화이트메란티(White Meranti)ㆍ화이트세라야(White Seraya)ㆍ옐로메란티(Yellow Meranti)ㆍ아란(Alan),"White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan",,
4407270000,사팰리(Sapelli),Sapelli,,
4407280000,이로코(Iroko),Iroko,,
4407291000,케루잉(Keruing)ㆍ라민(Ramin)ㆍ카풀(Kapur)ㆍ종콩(Jongkong)ㆍ멜바우(Merbau)ㆍ제루통(Jelutong)ㆍ켐파스(Kempas),"Keruing, Ramin, Kapur, Jongkong, Merbau, Jelutong and Kempas",,
4407292000,티크(Teak),Teak,,
4407293000,오꾸메(Okoum)ㆍ오베체(Obeche)ㆍ시포(Sipo)ㆍ아까주다푸리케(Acajou d＇Afrique)ㆍ마꼬레(Makor)ㆍ티아마(Tiama)ㆍ만소니아(Mansonia)ㆍ이롬바(Ilomba)ㆍ디베토우(Dibtou)ㆍ림바(Limba)ㆍ아조베(Azob),"Okoume, Obeche, Sipo, Acajou, d＇afrique, Makore, Tiama, Mansonia, Ilomba, Dibetou Limba and Azobe",,
4407299000,기타,Other,,
4407910000,참나무[코커스(Quercus)종],Of oak (Quercus spp.),,
4407920000,너도밤나무[파구스(Fagus)종],Of beech (Fagus spp.),,
4407930000,단풍나무[아세르(Acer)종],Of maple (Acer spp.),,
4407940000,체리나무[프루누스(Prunus)종],Of cherry (Prunus spp.),,
4407950000,물푸레나무[프라시너스(Fraxinus)종],Of ash (Fraxinus spp.),,
4407960000,자작나무[베툴라(Betula)종]의 것,Of birch (Betula spp.),,
4407971000,포플러,Poplar,,
4407972000,사시나무,Aspen,,
44079910,황양(Barxylum)ㆍ화리(rufum)ㆍ철도목(Bombay blackwood)ㆍ자단(rosewood)ㆍ흑단(ebony wood)ㆍ히커리(hickory)ㆍ호두나무,"Baryxylum, rufum, bombay blackwood, rosewood, ebonywood hickory, ash, walnut",,
4407991010,자단(rosewood),Rosewood,,
4407991020,흑단(ebony wood),Ebonywood,,
4407991040,호두나무,Walnut,,
4407991090,기타,Other,,
4407992000,리그넘 바이티(Lignum vitae),Lignum vitae,,
44079930,느릅나무ㆍ피나무,"Elm, basswood",,
4407993040,느릅나무,Elm,,
4407993060,피나무,Basswood,,
4407994000,오동나무,Paulownia,,
4407999000,기타,Other,,
4408106000,적층 목재를 평삭(平削)한 베니어용이나 그 밖에 이와 유사한 적층 목재용,For veneering obtained by slicing laminated wood or for other similar laminated wood,,
4408109,기타,Other,,
4408109100,합판 제조용,For manufacturing plywood,,
4408109200,무늬목,Patterned veneer,,
44081099,기타,Other,,
4408109910,삼나무,Cedar,,
4408109920,미송,Oregon pine,,
4408109950,낙엽송,Larch,,
4408109960,가문비나무,Spruce,,
4408109990,기타,Other,,
4408313000,적층 목재를 평삭(平削)한 베니어용이나 그 밖에 이와 유사한 적층 목재용,For veneering obtained by slicing laminated wood or for other similar laminated wood,,
44083190,기타,Other,,
440831901,다크레드메란티(Dark Red Meranti)ㆍ라이트레드메란티(Light Red Meranti),Dark Red Meranti and Light Red Meranti,,
4408319011,합판 제조용,For manufacturing plywood,,
4408319012,무늬목,Patterned veneer,,
4408319019,기타,Other,,
440831902,메란티바카우(Meranti Bakau),Meranti Bakau,,
4408319021,합판 제조용,For manufacturing plywood,,
4408319022,무늬목,Patterned veneer,,
4408319029,기타,Other,,
4408396000,적층 목재를 평삭(平削)한 베니어용이나 그 밖에 이와 유사한 적층 목재용,For veneering obtained by slicing laminated wood or for other similar laminated wood,,
44083990,기타,Other,,
440839901,티크(Teak),Teak,,
4408399011,합판 제조용,For manufacturing plywood,,
4408399012,무늬목,Patterned veneer,,
4408399019,기타,Other,,
440839902,화이트라왕(White Lauan),White lauan,,
4408399021,합판 제조용,For manufacturing plywood,,
4408399022,무늬목,Patterned veneer,,
4408399029,기타,Other,,
440839903,시포(Sipo)ㆍ오꾸메(Okoum)ㆍ오베체(Obeche)ㆍ아까쥬다푸리케(Acajou d＇Afrique)ㆍ사팰리(Sapelli),"Sipo, Okoume, obeche, Acajou d＇Afrique and Sapelli",,
4408399031,합판 제조용,For manufacturing plywood,,
4408399032,무늬목,Patterned veneer,,
4408399039,기타,Other,,
440839904,림바(Limba),Limba,,
4408399041,합판 제조용,For manufacturing plywood,,
4408399042,무늬목,Patterned veneer,,
4408399049,기타,Other,,
440839905,마호가니(Mahogany),Mahogany,,
4408399051,합판 제조용,For manufacturing plywood,,
4408399052,무늬목,Patterned veneer,,
4408399059,기타,Other,,
440839909,기타,Other,,
4408399091,합판 제조용,For manufacturing plywood,,
4408399092,무늬목,Patterned veneer,,
4408399099,기타,Other,,
4408901000,적층 목재를 평삭(平削)한 베니어용이나 그 밖에 이와 유사한 적층 목재용,For veneering obtained by slicing laminated wood or for other similar laminated wood,,
4408909,기타,Other,,
44089091,황양(Barxylum)ㆍ화리(rufum) ㆍ철도목(Bombay blackwood)ㆍ자단(rosewood)ㆍ흑단(ebony wood)ㆍ히커리(hickory)ㆍ물푸레나무ㆍ호두나무ㆍ참나무,"Baryxylum, rufum bombay blackwood, rosewood, ebonywood, hickory, ash, walnut and oak",,
4408909150,합판 제조용,For manufacturing plywood,,
4408909160,무늬목,Patterned veneer,,
440890919,기타,Other,,
4408909191,자단(Rosewood),Rosewood,,
4408909192,흑단(Ebony wood),Ebonywood,,
4408909193,물푸레나무,Ash,,
4408909194,호두나무,Walnut,,
4408909195,참나무,Oak,,
4408909199,기타,Other,,
44089092,리그넘 바이티(Lignum vitae),Lignum vitae,,
4408909210,합판 제조용,For manufacturing plywood,,
4408909220,무늬목,Patterned veneer,,
4408909290,기타,Other,,
44089093,사시나무ㆍ포플러ㆍ단풍나무ㆍ느릅나무ㆍ자작나무ㆍ피나무,"Aspen, poplar, maple, elm, birch, basswood",,
4408909370,합판 제조용,For manufacturing plywood,,
4408909380,무늬목,Patterned veneer,,
440890939,기타,Other,,
4408909391,사시나무,Aspen,,
4408909392,포플러,Poplar,,
4408909393,단풍나무,Maple,,
4408909394,느릅나무,Elm,,
4408909395,자작나무,Birch,,
4408909396,피나무,Basswood,,
44089094,오동나무,Paulownia,,
4408909410,합판 제조용,For manufacturing plywood,,
4408909420,무늬목,Patterned veneer,,
4408909490,기타,Other,,
44089099,기타,Other,,
4408909910,합판 제조용,For manufacturing plywood,,
4408909920,무늬목,Patterned veneer,,
4408909990,기타,Other,,
4409101000,사이딩(Siding),Siding,,
4409102000,플로어링(Flooring),Flooring,,
4409109000,기타,Other,,
4409210000,대나무로 만든 것,Of bamboo,,
4409221000,사이딩(Siding),Siding,,
4409222000,플로어링(Flooring),Flooring,,
4409229000,기타,Other,,
4409291000,사이딩(Siding),Siding,,
4409292000,플로어링(Flooring),Flooring,,
4409299000,기타,Other,,
4410111000,가공하지 않은 것이나 연마가공 이상으로 가공하지 않은 것,Unworked or not further worked than sanded,,
4410112000,멜라민을 침투한 종이로 표면을 피복한 것,Surface-covered with melamine-impregnated paper,,
4410113000,장식용 플라스틱라미네이트로 표면을 피복한 것,Surface-covered with decorative laminates of plastics,,
4410119000,기타,Other,,
4410121000,가공하지 않은 것이나 연마가공 이상으로 가공하지 않은 것,Unworked or not further worked than sanded,,
4410129000,기타,Other,,
44101910,웨이퍼보드,Waferboard,,
4410191010,가공하지 않은 것이나 연마가공 이상으로 가공하지 않은 것,Unworked or not further worked than sanded ,,
4410191090,기타,Other,,
44101990,기타,Other,,
4410199020,멜라민을 침투한 종이로 표면을 피복한 것,Surface-covered with melamine-impregnated paper,,
4410199030,장식용 플라스틱라미네이트로 표면을 피복한 것,Surface-covered with decorative laminates of plastics,,
4410199090,기타,Other,,
4410900000,기타,Other,,
4411121000,기계적 가공과 표면 피복을 모두 하지 않은 것,Not mechanically worked and surface not covered,,
4411129000,기타,Other,,
4411131000,기계적 가공과 표면 피복을 모두 하지 않은 것,Not mechanically worked and surface not covered,,
4411139000,기타,Other,,
4411141000,기계적 가공과 표면 피복을 모두 하지 않은 것,Not mechanically worked and surface not covered,,
44111490,기타,Other,,
4411149010,마루판,Floor board,,
4411149090,기타,Other,,
4411921000,기계적 가공과 표면 피복을 모두 하지 않은 것,Not mechanically worked and surface not covered,,
44119290,기타,Other,,
4411929010,마루판,Floor board,,
4411929090,기타,Other,,
4411931000,기계적 가공과 표면 피복을 모두 하지 않은 것,Not mechanically worked and surface not covered,,
44119390,기타,Other,,
4411939010,마루판,Floor board,,
4411939090,기타,Other,,
4411941000,기계적 가공과 표면 피복을 모두 하지 않은 것,Not mechanically worked and surface not covered,,
4411949000,기타,Other,,
44121010,합판,Plywood,,
